Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,Wloc,LTeam,WTeam
Tue Mar 10 2020,8:00p,Dallas Mavericks,109,San Antonio Spurs,119,Box Score,,18354,,H,Dallas Mavericks,San Antonio Spurs
Tue Mar 10 2020,8:00p,Orlando Magic,120,Memphis Grizzlies,115,Box Score,,15388,,V,Memphis Grizzlies,Orlando Magic
Tue Mar 10 2020,8:00p,Cleveland Cavaliers,103,Chicago Bulls,108,Box Score,,17837,,H,Cleveland Cavaliers,Chicago Bulls
Tue Mar 10 2020,10:00p,Phoenix Suns,105,Portland Trail Blazers,121,Box Score,,19393,,H,Phoenix Suns,Portland Trail Blazers
Tue Mar 10 2020,10:30p,Brooklyn Nets,104,Los Angeles Lakers,102,Box Score,,18997,,V,Los Angeles Lakers,Brooklyn Nets
Tue Mar 10 2020,10:30p,Los Angeles Clippers,131,Golden State Warriors,107,Box Score,,18064,,V,Golden State Warriors,Los Angeles Clippers
Wed Mar 11 2020,7:00p,Detroit Pistons,106,Philadelphia 76ers,124,Box Score,,20172,,H,Detroit Pistons,Philadelphia 76ers
Wed Mar 11 2020,7:30p,New York Knicks,136,Atlanta Hawks,131,Box Score,OT,15393,,V,Atlanta Hawks,New York Knicks
Wed Mar 11 2020,7:30p,Charlotte Hornets,109,Miami Heat,98,Box Score,,19600,,V,Miami Heat,Charlotte Hornets
Wed Mar 11 2020,8:00p,Denver Nuggets,97,Dallas Mavericks,113,Box Score,,20302,,H,Denver Nuggets,Dallas Mavericks
Thu Jul 30 2020,6:30p,Utah Jazz,106,New Orleans Pelicans,104,Box Score,,,,V,New Orleans Pelicans,Utah Jazz
Thu Jul 30 2020,9:00p,Los Angeles Clippers,101,Los Angeles Lakers,103,Box Score,,,,H,Los Angeles Clippers,Los Angeles Lakers
Fri Jul 31 2020,2:30p,Orlando Magic,128,Brooklyn Nets,118,Box Score,,0,,V,Brooklyn Nets,Orlando Magic
Fri Jul 31 2020,4:00p,Memphis Grizzlies,135,Portland Trail Blazers,140,Box Score,OT,,,H,Memphis Grizzlies,Portland Trail Blazers
Fri Jul 31 2020,4:00p,Phoenix Suns,125,Washington Wizards,112,Box Score,,,,V,Washington Wizards,Phoenix Suns
Fri Jul 31 2020,6:30p,Boston Celtics,112,Milwaukee Bucks,119,Box Score,,,,H,Boston Celtics,Milwaukee Bucks
Fri Jul 31 2020,8:00p,Sacramento Kings,120,San Antonio Spurs,129,Box Score,,,,H,Sacramento Kings,San Antonio Spurs
Fri Jul 31 2020,9:00p,Houston Rockets,153,Dallas Mavericks,149,Box Score,OT,,,V,Dallas Mavericks,Houston Rockets
Sat Aug 1 2020,1:00p,Miami Heat,125,Denver Nuggets,105,Box Score,,,,V,Denver Nuggets,Miami Heat
Sat Aug 1 2020,3:30p,Utah Jazz,94,Oklahoma City Thunder,110,Box Score,,,,H,Utah Jazz,Oklahoma City Thunder
Sat Aug 1 2020,6:00p,New Orleans Pelicans,103,Los Angeles Clippers,126,Box Score,,,,H,New Orleans Pelicans,Los Angeles Clippers
Sat Aug 1 2020,7:00p,Philadelphia 76ers,121,Indiana Pacers,127,Box Score,,,,H,Philadelphia 76ers,Indiana Pacers
Sat Aug 1 2020,8:30p,Los Angeles Lakers,92,Toronto Raptors,107,Box Score,,,,H,Los Angeles Lakers,Toronto Raptors
Sun Aug 2 2020,2:00p,Washington Wizards,110,Brooklyn Nets,118,Box Score,,,,H,Washington Wizards,Brooklyn Nets
Sun Aug 2 2020,3:30p,Portland Trail Blazers,124,Boston Celtics,128,Box Score,,,,H,Portland Trail Blazers,Boston Celtics
Sun Aug 2 2020,4:00p,San Antonio Spurs,108,Memphis Grizzlies,106,Box Score,,,,V,Memphis Grizzlies,San Antonio Spurs
Sun Aug 2 2020,6:00p,Sacramento Kings,116,Orlando Magic,132,Box Score,,,,H,Sacramento Kings,Orlando Magic
Sun Aug 2 2020,8:30p,Milwaukee Bucks,116,Houston Rockets,120,Box Score,,,,H,Milwaukee Bucks,Houston Rockets
Sun Aug 2 2020,9:00p,Dallas Mavericks,115,Phoenix Suns,117,Box Score,,,,H,Dallas Mavericks,Phoenix Suns
Mon Aug 3 2020,1:30p,Toronto Raptors,107,Miami Heat,103,Box Score,,,,V,Miami Heat,Toronto Raptors
Mon Aug 3 2020,4:00p,Denver Nuggets,121,Oklahoma City Thunder,113,Box Score,OT,,,V,Oklahoma City Thunder,Denver Nuggets
Mon Aug 3 2020,4:00p,Indiana Pacers,111,Washington Wizards,100,Box Score,,,,V,Washington Wizards,Indiana Pacers
Mon Aug 3 2020,6:30p,Memphis Grizzlies,99,New Orleans Pelicans,109,Box Score,,,,H,Memphis Grizzlies,New Orleans Pelicans
Mon Aug 3 2020,8:00p,San Antonio Spurs,130,Philadelphia 76ers,132,Box Score,,,,H,San Antonio Spurs,Philadelphia 76ers
Mon Aug 3 2020,9:00p,Los Angeles Lakers,116,Utah Jazz,108,Box Score,,,,V,Utah Jazz,Los Angeles Lakers
Tue Aug 4 2020,1:30p,Brooklyn Nets,119,Milwaukee Bucks,116,Box Score,,,,V,Milwaukee Bucks,Brooklyn Nets
Tue Aug 4 2020,2:30p,Dallas Mavericks,114,Sacramento Kings,110,Box Score,OT,,,V,Sacramento Kings,Dallas Mavericks
Tue Aug 4 2020,4:00p,Phoenix Suns,117,Los Angeles Clippers,115,Box Score,,,,V,Los Angeles Clippers,Phoenix Suns
Tue Aug 4 2020,6:00p,Orlando Magic,109,Indiana Pacers,120,Box Score,,,,H,Orlando Magic,Indiana Pacers
Tue Aug 4 2020,6:30p,Boston Celtics,106,Miami Heat,112,Box Score,,,,H,Boston Celtics,Miami Heat
Tue Aug 4 2020,9:00p,Houston Rockets,102,Portland Trail Blazers,110,Box Score,,,,H,Houston Rockets,Portland Trail Blazers
Wed Aug 5 2020,2:30p,Memphis Grizzlies,115,Utah Jazz,124,Box Score,,,,H,Memphis Grizzlies,Utah Jazz
Wed Aug 5 2020,4:00p,Denver Nuggets,132,San Antonio Spurs,126,Box Score,,,,V,San Antonio Spurs,Denver Nuggets
Wed Aug 5 2020,4:00p,Philadelphia 76ers,107,Washington Wizards,98,Box Score,,,,V,Washington Wizards,Philadelphia 76ers
Wed Aug 5 2020,6:30p,Oklahoma City Thunder,105,Los Angeles Lakers,86,Box Score,,,,V,Los Angeles Lakers,Oklahoma City Thunder
Wed Aug 5 2020,8:00p,Toronto Raptors,109,Orlando Magic,99,Box Score,,,,V,Orlando Magic,Toronto Raptors
Wed Aug 5 2020,9:00p,Brooklyn Nets,115,Boston Celtics,149,Box Score,,,,H,Brooklyn Nets,Boston Celtics
Thu Aug 6 2020,1:30p,New Orleans Pelicans,125,Sacramento Kings,140,Box Score,,,,H,New Orleans Pelicans,Sacramento Kings
Thu Aug 6 2020,4:00p,Miami Heat,116,Milwaukee Bucks,130,Box Score,,,,H,Miami Heat,Milwaukee Bucks
Thu Aug 6 2020,4:00p,Indiana Pacers,99,Phoenix Suns,114,Box Score,,,,H,Indiana Pacers,Phoenix Suns
Thu Aug 6 2020,6:30p,Los Angeles Clippers,126,Dallas Mavericks,111,Box Score,,,,V,Dallas Mavericks,Los Angeles Clippers
Thu Aug 6 2020,8:00p,Portland Trail Blazers,125,Denver Nuggets,115,Box Score,,,,V,Denver Nuggets,Portland Trail Blazers
Thu Aug 6 2020,9:00p,Los Angeles Lakers,97,Houston Rockets,113,Box Score,,,,H,Los Angeles Lakers,Houston Rockets
Fri Aug 7 2020,1:00p,Utah Jazz,111,San Antonio Spurs,119,Box Score,,,,H,Utah Jazz,San Antonio Spurs
Fri Aug 7 2020,4:00p,Oklahoma City Thunder,92,Memphis Grizzlies,121,Box Score,,,,H,Oklahoma City Thunder,Memphis Grizzlies
Fri Aug 7 2020,5:00p,Sacramento Kings,106,Brooklyn Nets,119,Box Score,,,,H,Sacramento Kings,Brooklyn Nets
Fri Aug 7 2020,6:30p,Orlando Magic,101,Philadelphia 76ers,108,Box Score,,,,H,Orlando Magic,Philadelphia 76ers
Fri Aug 7 2020,8:00p,Washington Wizards,107,New Orleans Pelicans,118,Box Score,,,,H,Washington Wizards,New Orleans Pelicans
Fri Aug 7 2020,9:00p,Boston Celtics,122,Toronto Raptors,100,Box Score,,,,V,Toronto Raptors,Boston Celtics
Sat Aug 8 2020,1:00p,Los Angeles Clippers,122,Portland Trail Blazers,117,Box Score,,,,V,Portland Trail Blazers,Los Angeles Clippers
Sat Aug 8 2020,3:30p,Utah Jazz,132,Denver Nuggets,134,Box Score,2OT,,,H,Utah Jazz,Denver Nuggets
Sat Aug 8 2020,6:00p,Los Angeles Lakers,111,Indiana Pacers,116,Box Score,,,,H,Los Angeles Lakers,Indiana Pacers
Sat Aug 8 2020,7:30p,Phoenix Suns,119,Miami Heat,112,Box Score,,,,V,Miami Heat,Phoenix Suns
Sat Aug 8 2020,8:30p,Milwaukee Bucks,132,Dallas Mavericks,136,Box Score,OT,,,H,Milwaukee Bucks,Dallas Mavericks
Sun Aug 9 2020,12:30p,Washington Wizards,103,Oklahoma City Thunder,121,Box Score,,,,H,Washington Wizards,Oklahoma City Thunder
Sun Aug 9 2020,2:00p,Memphis Grizzlies,99,Toronto Raptors,108,Box Score,,,,H,Memphis Grizzlies,Toronto Raptors
Sun Aug 9 2020,3:00p,San Antonio Spurs,122,New Orleans Pelicans,113,Box Score,,,,V,New Orleans Pelicans,San Antonio Spurs
Sun Aug 9 2020,5:00p,Orlando Magic,119,Boston Celtics,122,Box Score,OT,,,H,Orlando Magic,Boston Celtics
Sun Aug 9 2020,6:30p,Philadelphia 76ers,121,Portland Trail Blazers,124,Box Score,,,,H,Philadelphia 76ers,Portland Trail Blazers
Sun Aug 9 2020,8:00p,Houston Rockets,129,Sacramento Kings,112,Box Score,,,,V,Sacramento Kings,Houston Rockets
Sun Aug 9 2020,9:00p,Brooklyn Nets,129,Los Angeles Clippers,120,Box Score,,,,V,Los Angeles Clippers,Brooklyn Nets
Mon Aug 10 2020,2:30p,Oklahoma City Thunder,101,Phoenix Suns,128,Box Score,,,,H,Oklahoma City Thunder,Phoenix Suns
Mon Aug 10 2020,3:00p,Dallas Mavericks,122,Utah Jazz,114,Box Score,,,,V,Utah Jazz,Dallas Mavericks
Mon Aug 10 2020,6:30p,Toronto Raptors,114,Milwaukee Bucks,106,Box Score,,,,V,Milwaukee Bucks,Toronto Raptors
Mon Aug 10 2020,8:00p,Indiana Pacers,92,Miami Heat,114,Box Score,,,,H,Indiana Pacers,Miami Heat
Mon Aug 10 2020,9:00p,Denver Nuggets,121,Los Angeles Lakers,124,Box Score,,,,H,Denver Nuggets,Los Angeles Lakers
Tue Aug 11 2020,1:00p,Brooklyn Nets,108,Orlando Magic,96,Box Score,,,,V,Orlando Magic,Brooklyn Nets
Tue Aug 11 2020,2:00p,Houston Rockets,105,San Antonio Spurs,123,Box Score,,,,H,Houston Rockets,San Antonio Spurs
Tue Aug 11 2020,4:30p,Phoenix Suns,130,Philadelphia 76ers,117,Box Score,,,,V,Philadelphia 76ers,Phoenix Suns
Tue Aug 11 2020,5:00p,Boston Celtics,122,Memphis Grizzlies,107,Box Score,,,,V,Memphis Grizzlies,Boston Celtics
Tue Aug 11 2020,6:30p,Portland Trail Blazers,134,Dallas Mavericks,131,Box Score,,,,V,Dallas Mavericks,Portland Trail Blazers
Tue Aug 11 2020,9:00p,New Orleans Pelicans,106,Sacramento Kings,112,Box Score,,,,H,New Orleans Pelicans,Sacramento Kings
Tue Aug 11 2020,9:00p,Milwaukee Bucks,126,Washington Wizards,113,Box Score,,,,V,Washington Wizards,Milwaukee Bucks
Wed Aug 12 2020,4:00p,Indiana Pacers,108,Houston Rockets,104,Box Score,,,,V,Houston Rockets,Indiana Pacers
Wed Aug 12 2020,6:30p,Toronto Raptors,125,Philadelphia 76ers,121,Box Score,,,,V,Philadelphia 76ers,Toronto Raptors
Wed Aug 12 2020,8:00p,Miami Heat,115,Oklahoma City Thunder,116,Box Score,,,,H,Miami Heat,Oklahoma City Thunder
Wed Aug 12 2020,9:00p,Los Angeles Clippers,124,Denver Nuggets,111,Box Score,,,,V,Denver Nuggets,Los Angeles Clippers
Thu Aug 13 2020,12:00p,Washington Wizards,96,Boston Celtics,90,Box Score,,,,V,Boston Celtics,Washington Wizards
Thu Aug 13 2020,1:30p,Sacramento Kings,136,Los Angeles Lakers,122,Box Score,,,,V,Los Angeles Lakers,Sacramento Kings
Thu Aug 13 2020,4:00p,Milwaukee Bucks,106,Memphis Grizzlies,119,Box Score,,,,H,Milwaukee Bucks,Memphis Grizzlies
Thu Aug 13 2020,4:00p,Dallas Mavericks,102,Phoenix Suns,128,Box Score,,,,H,Dallas Mavericks,Phoenix Suns
Thu Aug 13 2020,6:30p,San Antonio Spurs,112,Utah Jazz,118,Box Score,,,,H,San Antonio Spurs,Utah Jazz
Thu Aug 13 2020,9:00p,Portland Trail Blazers,134,Brooklyn Nets,133,Box Score,,,,V,Brooklyn Nets,Portland Trail Blazers
Thu Aug 13 2020,9:00p,New Orleans Pelicans,127,Orlando Magic,133,Box Score,,,,H,New Orleans Pelicans,Orlando Magic
Fri Aug 14 2020,1:30p,Denver Nuggets,109,Toronto Raptors,117,Box Score,,,,H,Denver Nuggets,Toronto Raptors
Fri Aug 14 2020,4:00p,Miami Heat,92,Indiana Pacers,109,Box Score,,,,H,Miami Heat,Indiana Pacers
Fri Aug 14 2020,6:30p,Oklahoma City Thunder,103,Los Angeles Clippers,107,Box Score,OT,,,H,Oklahoma City Thunder,Los Angeles Clippers
Fri Aug 14 2020,9:00p,Philadelphia 76ers,134,Houston Rockets,96,Box Score,,,,V,Houston Rockets,Philadelphia 76ers
Sat Aug 15 2020,2:30p,Memphis Grizzlies,122,Portland Trail Blazers,126,Box Score,,,,H,Memphis Grizzlies,Portland Trail Blazers
